customer_id,age,gender,subscription_tier,usage_count,last_login_days_ago,late_payments_6m,monthly_spend,region,churn
95,35,Female,Standard,13,34,1,42.97,Europe,0
96,64,Male,Basic,12,0,0,23.11,Europe,1
97,70,Male,Standard,11,54,0,42.34,Europe,0
98,41,Male,Premium,13,47,0,94.77,North America,1
99,43,Male,Standard,13,19,1,50.95,North America,0
100,42,Male,Basic,9,23,0,14.71,Europe,0
101,62,Male,Basic,10,30,0,17.2,Europe,0
102,58,Male,Basic,15,34,0,17.27,South America,0
103,46,Male,Premium,16,18,0,87.91,Europe,0
104,32,Male,Basic,15,7,1,19.71,South America,0
105,62,Male,Basic,16,52,0,18.15,Europe,0
106,18,Male,Basic,16,0,0,18.85,North America,0
107,42,Female,Premium,18,10,0,93.06,North America,0
108,24,Male,Standard,19,28,0,45.7,Africa,0
109,26,Female,Premium,10,50,1,97.8,North America,0
110,41,Male,Standard,18,0,0,44.54,North America,0
111,18,Female,Standard,23,28,1,47.41,North America,0
112,61,Male,Basic,17,18,0,32.37,North America,0
113,25,Female,Basic,14,30,0,21.67,Africa,0
114,41,Female,Standard,14,8,0,47.77,North America,0
115,28,Male,Premium,9,32,0,99.48,Asia,0
116,68,Female,Basic,10,0,0,26.09,North America,0
117,34,Female,Basic,18,38,0,16.87,Europe,0
118,25,Male,Standard,17,35,0,51.31,Europe,0
119,52,Female,Basic,16,55,0,26.68,Asia,1
120,52,Female,Standard,12,0,0,49.76,Asia,0
121,50,Male,Basic,18,33,0,18.87,Europe,1
122,22,Male,Basic,9,8,1,27.52,North America,0
123,59,Female,Basic,12,5,0,25.12,Europe,0
124,56,Female,Standard,16,13,0,52.66,Europe,1
125,58,Female,Standard,8,6,0,49.48,Asia,0
126,45,Female,Basic,17,3,0,14.19,North America,0
127,24,Male,Premium,13,37,0,110.17,Europe,0
128,26,Female,Basic,16,30,0,25.53,North America,0
129,25,Male,Basic,14,0,0,19.59,Europe,0
130,29,Male,Standard,5,22,0,55.99,Europe,0
131,51,Female,Basic,9,8,0,25.04,North America,0
132,50,Female,Standard,16,58,1,46.95,North America,0
133,65,Male,Premium,18,14,0,98.61,Europe,1
134,40,Female,Standard,25,0,0,53.9,Asia,0
135,41,Male,Standard,21,8,0,45.62,North America,0
136,54,Male,Standard,14,7,0,53.45,Europe,0
137,52,Female,Basic,14,0,0,18.86,Asia,0
138,61,Male,Standard,13,18,0,46.23,Asia,0
139,57,Male,Basic,12,51,0,15.33,Asia,0
140,39,Male,Premium,14,41,0,98.87,Europe,0
141,44,Female,Basic,14,30,1,21.53,North America,0
142,52,Male,Standard,12,9,0,47.06,South America,0
143,18,Male,Premium,11,2,1,98.21,North America,0
144,52,Female,Standard,16,9,1,50.91,North America,0
145,54,Male,Premium,11,0,0,114.47,Asia,0
146,64,Male,Standard,12,0,0,51.64,Asia,0
147,31,Female,Basic,16,23,0,22.06,Asia,0
148,20,Male,Premium,17,42,0,99.99,Europe,0
149,18,Female,Basic,13,0,1,30.56,North America,1
150,22,Male,Basic,15,9,0,10.14,Asia,0
151,43,Male,Standard,9,0,0,44.55,South America,0
152,31,Male,Standard,14,7,1,45.82,North America,0
153,56,Male,Premium,26,44,0,104.42,South America,0
154,44,Female,Premium,18,0,0,97.73,North America,0
155,26,Male,Premium,12,27,1,104.02,Asia,0
156,32,Male,Basic,13,0,0,7.17,Asia,0
157,32,Female,Standard,12,14,0,51.62,Europe,0
158,43,Female,Standard,6,17,0,43.83,Europe,0
159,59,Male,Premium,12,13,0,104.4,North America,0
160,30,Male,Basic,11,27,0,14.6,North America,0
161,68,Male,Basic,11,58,0,16.07,Europe,1
162,49,Male,Premium,18,5,0,93.11,North America,0
163,56,Male,Basic,10,25,0,14.43,Europe,0
164,66,Female,Standard,12,10,1,49.8,North America,0
165,69,Female,Basic,20,60,0,18.16,North America,0
166,49,Male,Standard,15,56,0,46.34,Europe,0
167,21,Male,Standard,16,0,1,42.09,North America,0
168,47,Male,Basic,15,58,0,16.29,Europe,0
169,54,Male,Standard,18,34,2,55.31,Europe,1
170,40,Male,Basic,17,60,0,20.72,North America,0
171,56,Female,Basic,17,38,0,21.9,Asia,1
172,62,Female,Basic,13,0,0,26.92,Europe,0
173,32,Female,Standard,16,36,0,54.51,Asia,0
174,60,Female,Basic,25,33,1,26.23,Asia,0
175,46,Male,Standard,17,0,0,50.92,Asia,0
176,53,Female,Standard,14,36,0,47.05,North America,0
177,30,Male,Standard,14,29,0,50.48,North America,0
178,49,Male,Standard,12,60,0,50.55,Europe,0
179,24,Female,Standard,10,26,0,39.95,Europe,1
180,68,Male,Basic,13,13,0,18.27,Asia,0
181,39,Female,Standard,16,56,0,55.37,Africa,0
182,45,Male,Basic,12,26,0,10.03,North America,0
183,19,Female,Premium,17,9,0,91.23,Europe,0
184,59,Female,Premium,20,0,0,94.77,Europe,0
185,62,Female,Basic,12,36,1,16.87,Asia,0
186,70,Female,Standard,24,0,0,49.0,North America,0
187,23,Male,Premium,15,53,0,109.23,Europe,0
188,45,Female,Basic,12,57,1,23.57,South America,0
189,45,Female,Standard,17,3,0,51.27,Oceania,0
190,61,Female,Basic,17,0,0,19.08,Europe,0
191,61,Female,Standard,16,24,0,49.53,North America,0
192,37,Female,Premium,16,1,0,104.47,Asia,0
193,47,Female,Standard,15,21,0,55.98,North America,0
194,28,Female,Standard,17,13,0,46.3,South America,0
195,45,Female,Premium,15,40,0,102.08,Asia,0
196,42,Female,Standard,20,60,0,50.81,South America,0
197,56,Male,Standard,21,16,1,55.4,North America,1
198,50,Male,Standard,20,30,0,57.24,Europe,0
199,18,Male,Standard,14,9,0,51.79,North America,0
200,44,Male,Premium,13,47,0,99.17,South America,1
201,69,Male,Premium,13,0,0,92.11,Asia,0
202,30,Female,Standard,13,18,0,44.36,North America,0
203,58,Male,Standard,10,0,0,51.08,North America,0
204,20,Male,Basic,8,0,1,25.95,Asia,0
205,56,Female,Premium,15,20,0,108.47,Europe,0
206,23,Female,Standard,16,7,0,39.03,North America,0
207,25,Female,Standard,15,16,0,47.78,North America,0
208,44,Female,Basic,15,7,0,21.15,Asia,0
209,26,Female,Premium,16,16,0,104.36,North America,1
210,54,Male,Basic,17,6,0,17.99,North America,0
211,50,Female,Basic,17,41,0,18.5,Asia,0
212,68,Female,Standard,14,22,0,50.82,Europe,0
213,59,Male,Standard,18,0,0,40.53,North America,1
214,61,Male,Basic,13,0,0,18.04,South America,0
215,41,Female,Standard,11,0,0,47.8,Europe,0
216,32,Male,Basic,15,14,1,21.81,Asia,0
217,49,Female,Basic,13,7,0,22.19,North America,0
218,49,Male,Basic,18,4,0,16.78,North America,0
219,41,Female,Premium,17,26,1,99.92,North America,0
220,58,Female,Basic,14,42,0,20.34,Asia,0
221,69,Male,Basic,17,0,0,18.57,North America,0
222,66,Male,Standard,9,0,0,55.1,North America,1
223,66,Female,Standard,12,11,0,49.09,North America,1
224,69,Female,Standard,17,15,0,60.71,Asia,0
225,29,Female,Premium,16,12,0,95.97,Asia,0
226,56,Male,Premium,19,27,0,103.76,North America,0
227,19,Female,Basic,17,0,0,25.46,Asia,0
228,20,Male,Standard,13,18,0,44.4,North America,0
229,66,Male,Standard,19,42,1,52.52,North America,0
230,54,Male,Basic,9,53,0,26.92,Asia,1
231,66,Female,Basic,11,22,0,22.98,Asia,0
232,34,Male,Standard,22,0,0,38.62,Asia,0
233,66,Male,Basic,11,33,0,24.16,North America,0
234,19,Female,Premium,18,40,0,102.39,North America,0
235,19,Female,Standard,18,0,0,52.57,North America,0
236,45,Male,Basic,11,29,0,18.65,North America,0
237,40,Male,Basic,23,54,0,15.14,Europe,0
238,54,Male,Premium,9,32,0,108.25,Europe,0
239,49,Male,Basic,20,13,0,26.25,North America,0
240,50,Female,Standard,14,15,0,56.27,Europe,0
241,18,Male,Standard,20,0,1,48.84,North America,0
242,36,Female,Premium,16,20,0,101.27,Europe,0
243,19,Female,Standard,13,41,0,53.17,North America,0
244,70,Male,Basic,4,58,2,21.21,Asia,1
245,61,Female,Basic,14,12,0,20.63,Asia,1
246,43,Male,Standard,11,15,0,54.1,Europe,0
247,49,Male,Premium,10,0,0,96.41,Europe,0
248,23,Male,Basic,14,38,2,27.58,North America,1
249,49,Male,Standard,20,32,0,50.26,South America,0
250,21,Male,Basic,19,13,0,16.09,Asia,0
251,28,Male,Premium,14,31,0,95.69,Asia,0
252,34,Female,Standard,15,26,0,41.58,South America,0
253,55,Female,Basic,16,37,0,22.73,Asia,0
254,41,Female,Basic,18,7,0,16.21,Europe,0
255,22,Male,Basic,18,28,0,20.55,North America,0
256,69,Female,Standard,11,26,0,51.22,North America,0
257,51,Female,Standard,16,0,0,36.57,Europe,1
258,23,Female,Basic,15,5,0,18.72,Asia,0
259,39,Female,Premium,17,47,0,110.13,Europe,0
260,28,Female,Standard,16,0,0,53.41,Europe,0
261,65,Male,Standard,19,11,0,51.45,North America,0
262,33,Female,Basic,11,2,0,18.14,Asia,0
263,50,Male,Basic,20,0,0,5.75,North America,0
264,26,Female,Standard,14,0,0,50.5,Asia,0
265,23,Male,Standard,16,9,1,51.09,North America,0
266,33,Male,Standard,15,41,0,45.09,Asia,0
267,46,Male,Premium,7,57,0,95.57,Asia,0
268,20,Female,Standard,10,23,0,47.33,Asia,0
269,37,Male,Basic,27,27,0,21.1,Europe,0
270,53,Male,Premium,14,38,0,91.77,Europe,0
271,36,Female,Standard,17,28,1,40.32,North America,0
272,43,Female,Basic,13,45,1,23.59,Asia,0
273,20,Male,Basic,17,49,0,17.33,Europe,0
274,36,Male,Standard,25,26,0,56.3,Oceania,1
275,37,Female,Premium,15,20,0,94.72,North America,0
276,49,Female,Basic,17,12,0,19.11,Europe,0
277,24,Female,Basic,15,16,0,25.63,Europe,0
278,69,Female,Standard,16,9,0,56.05,Europe,0
279,58,Male,Premium,12,14,0,100.32,North America,1
280,50,Female,Basic,10,50,1,14.15,North America,1
281,57,Female,Premium,24,58,0,90.77,Europe,1
282,56,Female,Basic,24,10,1,19.51,Asia,0
283,35,Male,Basic,19,2,0,24.51,Asia,0
284,57,Female,Basic,8,0,0,16.05,North America,0
285,18,Female,Basic,11,44,0,23.75,Europe,1
286,28,Male,Basic,12,48,1,11.81,Europe,0
287,45,Female,Premium,14,16,1,100.14,Europe,0
288,42,Female,Basic,19,21,1,24.18,North America,0
289,67,Female,Basic,19,34,1,24.82,Asia,0
290,40,Female,Basic,13,11,0,21.34,North America,0
291,48,Female,Standard,21,1,0,47.78,North America,0
292,47,Female,Premium,16,0,0,96.59,North America,0
293,59,Male,Basic,13,3,0,11.69,North America,0
294,52,Male,Standard,15,27,0,47.42,Asia,0
295,24,Male,Basic,15,9,1,27.4,North America,0
296,33,Female,Standard,20,47,0,48.99,Asia,0
297,43,Female,Basic,16,0,0,20.37,Asia,0
298,65,Female,Standard,13,13,0,51.35,Europe,0
299,69,Female,Standard,18,4,0,48.18,Asia,1
300,66,Female,Standard,14,49,0,54.31,North America,0
301,19,Female,Basic,15,41,0,20.82,North America,0
302,18,Male,Basic,17,59,1,19.11,Asia,1
303,65,Female,Standard,20,0,0,46.33,South America,0
304,29,Male,Standard,14,39,1,53.78,Europe,0
305,22,Female,Basic,10,0,0,20.97,Europe,0
306,54,Female,Premium,12,0,1,100.08,North America,0
307,49,Female,Standard,10,0,0,49.77,Europe,0
308,26,Male,Basic,22,16,0,22.29,Europe,0
309,58,Male,Basic,20,0,0,15.05,North America,0
310,52,Female,Premium,16,9,0,94.81,Asia,0
311,36,Female,Basic,21,5,0,21.77,North America,0
312,65,Male,Premium,9,58,1,103.96,Africa,0
313,33,Female,Standard,9,28,0,42.4,Africa,1
314,20,Male,Basic,13,13,0,23.25,Asia,0
315,37,Female,Standard,13,48,0,56.46,Europe,0
316,41,Female,Basic,19,0,0,9.53,North America,0
317,50,Female,Basic,15,9,0,16.68,North America,0
318,41,Female,Basic,10,19,1,20.16,North America,0
319,69,Female,Premium,18,0,0,112.17,Asia,0
320,28,Female,Standard,18,0,1,48.54,Africa,0
321,66,Male,Basic,8,50,1,18.02,North America,0
322,25,Male,Basic,11,0,0,21.53,Africa,0
323,53,Male,Standard,19,53,0,45.69,Europe,0
324,55,Female,Basic,16,0,1,19.99,North America,1
325,57,Male,Basic,18,49,0,19.24,Asia,0
326,37,Male,Basic,19,16,1,26.65,Asia,0
327,52,Male,Standard,15,23,0,49.89,North America,1
328,65,Male,Basic,11,5,0,31.93,Africa,0
329,42,Male,Standard,10,5,0,43.36,Europe,0
330,52,Female,Standard,20,18,0,49.19,North America,0
331,42,Female,Premium,15,10,0,100.21,North America,0
332,46,Female,Standard,24,0,0,50.41,Asia,0
333,35,Female,Standard,20,10,0,43.07,North America,0
334,63,Male,Standard,20,4,2,51.57,North America,0
335,35,Female,Premium,17,45,0,91.6,Europe,0
336,19,Male,Standard,17,44,0,44.7,North America,0
337,52,Male,Standard,17,0,0,46.36,Europe,0
338,33,Female,Basic,16,34,0,23.03,North America,0
339,58,Male,Premium,13,16,0,103.42,Asia,0
340,53,Female,Basic,8,47,0,21.42,Europe,0
341,50,Male,Basic,15,5,0,17.7,Oceania,0
342,21,Female,Standard,16,0,0,54.86,North America,0
343,50,Male,Premium,15,41,0,98.03,North America,0
344,31,Male,Standard,13,47,0,45.0,Europe,1
345,38,Female,Standard,14,45,1,54.08,Asia,0
346,65,Male,Premium,17,8,0,88.47,North America,0
347,37,Male,Standard,11,0,0,50.07,Asia,0
348,25,Male,Standard,13,0,0,46.93,North America,0
349,24,Female,Standard,19,52,0,53.02,North America,0
350,20,Female,Premium,12,10,0,100.72,North America,0
351,34,Male,Standard,17,49,1,49.51,Europe,0
352,50,Female,Premium,18,59,0,93.47,Oceania,0
353,65,Female,Basic,12,12,0,20.34,Europe,0
354,29,Female,Basic,14,38,0,21.61,Europe,0
355,68,Female,Basic,17,0,0,18.09,Asia,0
356,39,Male,Standard,19,12,0,49.75,South America,0
357,39,Female,Premium,18,31,1,103.67,North America,0
358,63,Male,Basic,11,1,0,17.04,North America,0
359,47,Male,Basic,15,8,0,12.73,Europe,0
360,55,Female,Basic,19,22,0,24.07,Europe,1
361,55,Female,Standard,15,30,1,52.45,North America,0
362,62,Male,Basic,11,10,1,23.56,Asia,0
363,68,Male,Basic,16,11,0,16.96,Europe,0
364,25,Female,Premium,15,0,1,100.01,North America,0
365,44,Male,Basic,21,59,0,21.37,North America,0
366,44,Male,Standard,18,25,0,53.3,Asia,0
367,51,Male,Standard,11,20,0,52.03,North America,0
368,38,Male,Standard,17,1,0,47.1,Asia,0
369,47,Female,Basic,14,18,0,20.27,Africa,0
370,50,Male,Premium,16,15,0,93.93,North America,0
371,45,Female,Standard,18,4,0,50.79,North America,0
372,64,Male,Basic,16,15,0,28.83,North America,0
373,50,Female,Basic,13,1,0,10.97,North America,0
374,22,Female,Basic,15,32,0,18.86,Europe,0
375,65,Female,Standard,15,51,0,48.83,North America,1
376,36,Female,Standard,15,0,0,50.76,Asia,0
377,21,Female,Basic,13,22,0,18.27,Europe,0
378,52,Male,Basic,8,34,0,13.94,Africa,0
379,66,Female,Premium,9,51,0,101.66,Africa,0
380,34,Female,Premium,16,10,0,103.25,Asia,0
381,61,Male,Standard,18,51,0,56.57,Europe,0
382,45,Male,Standard,14,43,0,52.1,Europe,0
383,47,Female,Premium,22,20,0,104.85,Africa,0
384,46,Female,Standard,19,4,0,45.62,Asia,0
385,63,Male,Standard,17,28,0,46.77,Europe,0
386,70,Male,Basic,9,4,0,10.4,Asia,0
387,23,Female,Standard,13,9,0,54.28,North America,0
388,52,Female,Basic,21,17,0,19.14,South America,0
389,58,Female,Basic,16,18,0,21.51,North America,0
390,54,Female,Premium,10,0,1,104.01,Asia,0
391,41,Female,Standard,24,30,0,54.89,Europe,0
392,46,Female,Premium,13,60,0,97.34,Europe,0
393,66,Female,Standard,13,3,0,46.58,Europe,1
394,63,Female,Premium,12,22,0,97.82,Europe,0
395,70,Female,Basic,19,16,0,14.68,Europe,0
396,48,Male,Standard,17,7,1,50.73,Europe,0
397,52,Male,Basic,8,14,0,25.16,North America,0
398,50,Female,Basic,14,34,0,10.77,North America,0
399,69,Male,Basic,18,13,0,18.01,Europe,1
400,38,Male,Standard,18,19,0,43.25,North America,1
401,49,Male,Basic,19,17,0,15.76,Africa,0
402,40,Female,Standard,16,22,1,47.65,Asia,1
403,50,Male,Basic,10,6,1,26.27,Europe,0
404,20,Male,Basic,22,19,0,28.38,Europe,0
405,35,Male,Standard,10,0,1,53.69,North America,0
406,42,Female,Premium,18,35,0,100.51,North America,0
407,59,Male,Basic,18,0,0,20.64,Europe,0
408,48,Male,Standard,8,39,0,53.75,Oceania,0
409,20,Male,Premium,24,43,0,103.98,North America,0
410,57,Female,Standard,20,0,1,53.12,Europe,0
411,63,Male,Standard,21,44,0,55.03,Africa,0
412,41,Male,Basic,9,27,0,16.74,Oceania,0
413,67,Female,Standard,19,0,0,49.12,Europe,0
414,49,Female,Basic,17,60,0,23.68,North America,1
415,64,Female,Standard,13,25,0,47.65,North America,0
416,39,Female,Premium,10,13,0,111.24,Asia,0
417,40,Female,Standard,18,49,0,53.36,North America,1
418,19,Male,Basic,17,0,0,17.98,Europe,0
419,44,Female,Premium,14,32,0,108.5,Europe,0
420,59,Male,Standard,18,0,0,53.9,North America,0
421,19,Female,Premium,10,22,0,96.32,North America,0
422,43,Male,Standard,16,0,0,51.04,Europe,0
423,34,Male,Basic,15,29,1,15.98,North America,0
424,57,Female,Standard,12,16,0,52.14,Europe,0
425,50,Male,Standard,17,0,0,44.69,Europe,0
426,26,Female,Basic,12,0,0,20.67,Europe,0
427,60,Male,Standard,16,31,0,49.67,Europe,0
428,65,Male,Standard,19,12,0,52.27,South America,1
429,56,Female,Standard,17,29,0,53.03,Asia,0
430,46,Female,Basic,7,12,0,22.99,Asia,0
431,59,Female,Standard,8,10,0,50.88,North America,0
432,43,Male,Basic,13,46,0,14.95,Oceania,0
433,52,Female,Standard,12,46,0,51.01,Europe,0
434,67,Female,Basic,18,52,0,18.45,Africa,0
435,42,Female,Basic,18,43,0,27.97,Asia,0
436,41,Male,Basic,17,0,1,23.5,Asia,0
437,30,Female,Basic,12,0,0,11.35,Asia,0
438,24,Female,Standard,11,0,0,51.2,North America,0
439,53,Female,Premium,16,59,0,112.21,Africa,1
440,62,Female,Standard,13,19,0,45.45,Europe,1
441,37,Female,Standard,18,0,0,52.85,South America,0
442,18,Male,Premium,14,21,0,97.88,Asia,0
443,25,Male,Premium,14,32,0,108.09,Asia,0
444,63,Female,Premium,18,0,0,96.67,North America,0
445,33,Male,Basic,10,9,0,19.41,Europe,0
446,31,Male,Standard,16,0,0,53.12,North America,0
447,29,Male,Premium,11,58,0,93.34,Asia,0
448,68,Male,Premium,14,8,0,99.19,Asia,1
449,40,Female,Standard,19,30,0,52.68,Europe,0
450,32,Female,Basic,13,52,0,8.61,South America,0
451,45,Male,Premium,17,47,1,104.26,North America,0
452,51,Male,Standard,12,12,0,44.35,North America,0
453,19,Female,Basic,20,7,0,14.07,North America,0
454,49,Female,Basic,11,41,1,26.36,North America,0
455,40,Female,Standard,16,1,0,47.01,North America,0
456,39,Female,Basic,14,32,0,11.18,Europe,0
457,68,Male,Basic,20,44,1,21.12,Europe,0
458,42,Female,Premium,15,45,0,105.13,Oceania,0
459,39,Female,Basic,20,0,0,15.82,Europe,0
460,39,Female,Standard,17,18,0,51.52,North America,0
461,66,Female,Premium,14,10,0,100.03,Asia,1
462,69,Male,Standard,20,58,0,44.74,North America,0
463,59,Female,Basic,19,21,0,15.63,North America,0
464,23,Female,Standard,13,14,0,53.13,Europe,0
465,32,Male,Basic,14,3,0,24.17,North America,0
466,60,Male,Basic,17,45,0,20.48,North America,1
467,54,Male,Standard,18,8,1,35.37,Europe,0
468,50,Male,Premium,19,43,0,109.66,North America,0
469,25,Male,Standard,19,50,0,58.5,North America,1
470,70,Male,Basic,15,0,0,23.77,Europe,1
471,61,Female,Standard,15,19,0,44.78,Europe,0
472,61,Male,Basic,11,14,0,13.76,Asia,0
473,22,Male,Standard,14,12,1,49.73,North America,0
474,56,Female,Basic,12,11,1,16.91,Europe,0
475,21,Female,Premium,16,20,0,105.75,North America,0
476,23,Female,Basic,15,0,1,25.01,Europe,0
477,62,Male,Basic,18,48,0,12.57,North America,0
478,49,Female,Standard,15,22,0,55.89,Europe,0
479,69,Male,Basic,8,9,1,18.85,Europe,0
480,47,Female,Standard,10,3,0,46.61,North America,0
481,64,Male,Premium,15,25,0,99.7,North America,0
482,52,Female,Basic,15,39,0,14.0,North America,0
483,57,Male,Basic,12,15,0,26.17,South America,0
484,69,Female,Premium,13,59,0,99.15,Asia,1
485,33,Female,Standard,15,21,1,55.44,South America,0
486,30,Male,Premium,14,58,0,105.37,Europe,0
487,67,Male,Basic,17,57,1,17.23,Asia,0
488,59,Female,Basic,14,24,1,20.56,Asia,0
489,47,Female,Basic,19,23,0,16.28,North America,0
490,36,Female,Basic,17,0,0,26.51,Asia,0
491,34,Male,Standard,15,53,0,47.5,Europe,0
492,36,Male,Basic,17,41,0,23.31,North America,0
493,45,Female,Standard,15,19,1,54.99,North America,1
494,43,Female,Basic,9,7,0,28.19,North America,0
495,54,Female,Premium,17,44,0,105.37,Europe,0
496,43,Female,Basic,17,6,0,18.6,Europe,0
497,70,Female,Basic,25,21,0,27.27,Europe,0
498,40,Female,Standard,11,0,0,55.32,Europe,0
499,26,Male,Basic,13,41,0,12.89,North America,0
500,29,Male,Standard,16,36,0,55.49,North America,1
501,70,Female,Standard,22,6,0,52.24,Europe,0
502,18,Male,Premium,12,0,0,99.35,Europe,0
503,18,Male,Standard,13,0,0,49.42,Europe,0
504,64,Male,Standard,14,25,1,49.86,Europe,0
505,51,Male,Premium,14,0,0,98.19,Oceania,0
506,49,Female,Premium,18,8,0,102.08,North America,0
507,65,Female,Standard,16,44,1,55.38,North America,0
508,42,Male,Standard,16,0,0,44.72,North America,1
509,57,Male,Standard,13,23,0,40.65,Asia,0
510,62,Female,Basic,19,12,0,20.24,North America,0
511,70,Male,Premium,17,0,0,105.07,Asia,0
512,18,Female,Standard,13,19,0,53.54,Asia,0
513,33,Female,Basic,18,19,0,17.66,Europe,0
514,56,Male,Basic,13,11,0,18.79,Asia,0
515,22,Female,Basic,14,0,0,10.51,Asia,0
516,39,Female,Basic,17,1,0,26.82,Asia,0
517,46,Male,Basic,8,13,0,17.75,North America,0
518,20,Female,Standard,9,5,1,50.69,North America,0
519,29,Male,Basic,11,0,0,18.55,North America,0
520,43,Male,Standard,14,18,0,45.74,Africa,0
521,33,Female,Basic,17,12,0,17.06,North America,0
522,68,Female,Basic,13,28,0,17.64,Europe,1
